	98282	98283	98284	98285	98286	98287	98288	98289	98290	98291	98292	98293	98294	98295	98296	98297	98298	98299	98300	98301	98302	98303	98304	98305	98306	98307	98308	98309	98310	98311	98312	98313	98314	98315	98316	98317	98318	98423	98319	98437	98210	98320	98321	98322	98323	98424	98425	98426	98324	98325	98326	98327	98328	98707	98330	98331	98332	98333	98334	98335	98336	98337	98338	98427	98339	98340	98341	98342	98394	98343	98344	98345	98346	98347	98348	98517	98350	98428	98351	98708	98518	98353	98354	98395	98211	98396	98438	98213	98397
Var1	1416.44	1292.89	1299.8	1410.8	1391.22	1375.98	1168.49	1382.25	1133.1	1442.22	1309.9	1514.32	1410.8	1180.72	1587.06	1156.8	1294.75	1410.8	1148.05	1381.19	1429.49	1375.98	1463.61	1165.79	1348.84	1189.38	1561.97	1819.11	1201.54	1475.95	1588.61	1345.6	1431.97	1210.71	1513.02	1430.74	1506.73	1200.61	1315.63	1386.8	1104.45	1340.3	1573.08	1216.11	1519.99	1358.82	1423.46	1209.88	1373.76	1270.59	1348.84	1322.93	1481.08	1118.87	1354.52	1459.87	1491.45	1529.62	1390.17	1370.33	1510.81	1434.44	1490.3	1145.16	1396	1253.6	1327.94	1339.37	1189.38	1311.75	1226.83	1281.7	1289.3	1176.89	1294.75	1256.83	1381.19	1201.54	1374.68	1143.49	1459.87	1568.55	1455.09	1144.36	1488.86	1223.22	1250.72	1161.42	1343.52
Var2	910.99	788.4	973.94	1058.98	1044.23	820.76	914.49	1003.14	943.46	863.77	841.87	856.01	831.41	874.38	944.99	821.58	948.71	927.4	911.96	896.24	914.49	822.3	954.02	744.32	987.58	887.05	815.06	1474.86	892.08	934.74	837.41	932.88	894.39	942.94	950.57	839.31	854.67	755.06	1004.92	941.88	921.93	911.54	933.81	964.6	1028.63	848.57	863.22	786.92	852.94	995.66	831.74	785.73	981.39	976.27	870.35	839.71	989.78	884.24	773.77	939.42	940.99	975.71	950.57	794.1	915.9	873.92	1000.21	847.1	816.72	1043.66	869.41	944.99	904.74	856.01	966.54	922.43	1013.26	966.05	973.94	815.99	888.42	906.66	1013.9	860.78	856.89	870.83	977.92	966.05	837.86
